"","lbp_1","lbp_2","lbp_3","lbp_4","lbp_5","lbp_6","lbp_7","lbp_8","lbp_9","lbp_10","lbp_11","lbp_12","lbp_13","lbp_14","lbp_15","lbp_16","lbp_17","lbp_18","lbp_19","lbp_20","lbp_21","lbp_22","lbp_23","lbp_24","lbp_25","lbp_26"
"1",0.0481171150630795,0.0277429447231089,0.0218688250493996,0.0155038759689922,0.0127742311394842,0.0112384100927193,0.0106810812180169,0.0127520646501495,0.0145950499062674,0.0187306834878654,0.0260297917616659,0.0385190251811319,0.0475914526017125,0.0444121447028424,0.0270367837057304,0.0218624917667325,0.0160643714850281,0.0150035466382936,0.0131605613821756,0.013676723919542,0.0148452145716168,0.0187781831078685,0.0233508131934945,0.0262641232203476,0.0577373714343619,0.401663120028373
"2",0.0424317875298267,0.0187903309471937,0.0177819275858492,0.0157028737420894,0.0139807033924681,0.0133499325656188,0.0134474530552962,0.0156862745098039,0.0191160908807968,0.0243967216516236,0.0315053428778919,0.0451540616246499,0.0565411349725075,0.0509617180205416,0.0340927482103953,0.0286855482933914,0.0219628592177612,0.0204440294636373,0.0168336964415396,0.015692499221911,0.0155514057474842,0.0166594045025418,0.0187363834422658,0.018568316215375,0.0530449216723727,0.360881834215168
"3",0.0396533333333333,0.0163613333333333,0.0183253333333333,0.017364,0.0175813333333333,0.018132,0.0189226666666667,0.0212893333333333,0.0242893333333333,0.029436,0.0378146666666667,0.0487253333333333,0.0529066666666667,0.048708,0.0351666666666667,0.0314893333333333,0.0247746666666667,0.0228786666666667,0.0202306666666667,0.0190773333333333,0.01868,0.019892,0.0196733333333333,0.0162906666666667,0.0465133333333333,0.315824
"4",0.0486061614001742,0.0274609962778174,0.0219371188722579,0.0178783559040152,0.0143541617169557,0.0136018056545498,0.0107705709986537,0.0135226102795597,0.01575987962303,0.0210065732161242,0.0304308228399461,0.0477152134315356,0.0605844618674269,0.04527995565059,0.0249069454343866,0.0199374356537578,0.0136414033420448,0.0111269501861091,0.0107705709986537,0.010592381404926,0.0114437316860695,0.0154035004355746,0.0203334125287083,0.0254415142155698,0.047655816900293,0.39983764948127
"5",0.0427208835341365,0.019419344042838,0.021636546184739,0.0197289156626506,0.0197038152610442,0.0175870147255689,0.0171101070950469,0.0197372824631861,0.0228748326639893,0.0272088353413655,0.0317520080321285,0.0380354752342704,0.0379769076305221,0.0492386211512718,0.0291080990629183,0.0281793842034806,0.0219963186077644,0.0217369477911647,0.0185073627844712,0.0177961847389558,0.0184236947791165,0.0198460508701473,0.0209002677376171,0.0190512048192771,0.0601154618473896,0.33960843373494
"6",0.0171957718955409,0.0105738141765855,0.0087804228104459,0.00813554805471665,0.00780866939065553,0.00740628886125422,0.00724995558713804,0.008705809202345,0.0100115473441109,0.0127642565286907,0.016198259015811,0.0215970865162551,0.0242085627997868,0.0304334695327767,0.0168360277136259,0.0227207319239652,0.0126336827145141,0.0194981346597975,0.0112986320838515,0.0112710961094333,0.0107798898561023,0.0117383194173033,0.0114825013323859,0.0107861076567774,0.490573814176586,0.179311600639545
"7",0.0504672527124416,0.0203928090599509,0.022471687653441,0.0188484992476439,0.014967925873129,0.0133246218420844,0.012592064623426,0.0140571790607429,0.0154232992793221,0.0194028668725746,0.0296388690900451,0.0515957868060505,0.0703254929912093,0.056288112774214,0.0306090124336739,0.0215213431535598,0.0169874079353766,0.0150669200918666,0.0147699374356538,0.0135226102795597,0.0138393917795201,0.0173833848103271,0.0193434703413321,0.018888096935139,0.0485269660251841,0.359744990892532
"8",0.0521845796580332,0.0286345674850647,0.019926213083132,0.0141065977489372,0.00906417963556005,0.0078187913178643,0.00710714085060959,0.00786561042755211,0.00860535236061951,0.0101457010693485,0.011887371949735,0.0149633874562241,0.0155579901492593,0.0235921493716875,0.0120278292787984,0.018943011779688,0.00989287787703429,0.0172809333857707,0.0101972020900051,0.0111850853044179,0.0125147480195517,0.0164007341236399,0.0223935801636796,0.0305962881809839,0.120493660692548,0.486614416540255
"9",0.0374959529574542,0.0132843998616396,0.0154558284330681,0.0153751643030093,0.0149267381528883,0.0144015219647181,0.014175717744725,0.0166751988931166,0.0194374264960221,0.0227301279833967,0.0256439986163957,0.029434244206157,0.0291699757869249,0.0385732272570045,0.0255315115876859,0.0317263230716015,0.0207975095122795,0.0271039778623314,0.0179786924939467,0.0180213075060533,0.0185382220684884,0.0200839847803528,0.0183928052576963,0.0138404704254583,0.183724939467312,0.297480733310273
"10",0.0342017390154395,0.0169768902701094,0.0167619929249182,0.0145964889079909,0.0144807749528879,0.0149271002082851,0.0146295500380203,0.0177372962607862,0.02297748537045,0.0293582834661289,0.0408139650213244,0.0628492081859358,0.0751975402519258,0.0752801930769994,0.0475914966773564,0.0413594736668099,0.0287301219955698,0.0257711508579363,0.0191754554170662,0.0176711740007273,0.0153403643336529,0.0152742420735941,0.0157866895890502,0.0150097530333587,0.0391443779548385,0.268357192448838
